Title;Rating Number;Rating Word;Review;Author Information
Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free Review;7;Good; Improved gameplay structure makes for a markedly better--and funnier--second episode.;Chris enjoys aiming down virtual sights, traipsing through fantastical lands, and striving to be grossly incandescent.
Outcry Review;4;Poor; Outcry is one of the more surreal and impenetrable adventure games ever made.;
Rock Band 2 Review;8.5;Great; Even though Rock Band 2 plays it safe with only minor improvements and additions, it still rocks.;
Fading Shadows Review;6;Fair; There's some magic to this fantasy puzzle adventure, but a few frustrations break the spell.;
MLB Power Pros 2008 Review;7;Good; Though it lacks the unique modes that are the series' trademark, MLB Power Pros 2008 is currently the best baseball game on the DS.;Chris enjoys aiming down virtual sights, traipsing through fantastical lands, and striving to be grossly incandescent.
Summer Athletics: The Ultimate Challenge Review;3;Bad; Summer Athletics captures none of the passion and excitement of summer athletics.;
Summer Athletics: The Ultimate Challenge Review;3;Bad; Summer Athletics captures none of the passion and excitement of summer athletics.;
Mystery Case Files: MillionHeir Review;7;Good; This hidden-object game introduces a number of features that work well on the DS and has a good amount of replay value.;
TNA iMPACT! Review;7;Good; It's no heavyweight champion, but this brawler still packs a satisfying punch.;Chris enjoys aiming down virtual sights, traipsing through fantastical lands, and striving to be grossly incandescent.
TNA iMPACT! Review;6;Fair; High-impact action and lively animation save this brawler from mediocrity.;Chris enjoys aiming down virtual sights, traipsing through fantastical lands, and striving to be grossly incandescent.
TNA iMPACT! Review;7;Good; It's no heavyweight champion, but this brawler still packs a satisfying punch.;Chris enjoys aiming down virtual sights, traipsing through fantastical lands, and striving to be grossly incandescent.
Harvest Moon: Island of Happiness Review;5;Mediocre; Island of Happiness offers plenty of satisfying farming gameplay, but the controls will leave you decidedly unhappy.;
Star Wars: The Force Unleashed Review;6;Fair; A number of frustrations diminish the fun, but you'll still have a reasonably good time with this Force-powered adventure.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
FaceBreaker Review;3.5;Bad; FaceBreaker's impressive boxer-customization options are overshadowed by terrible gameplay.;
Spore Creatures Review;6.5;Fair; Spore Creatures is pleasant and charming, but ultimately forgettable.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
Vampire Rain: Altered Species Review;3.5;Bad; A year after its disastrous debut on the Xbox 360, Vampire Rain is still a pain in the neck.;
FaceBreaker Review;3.5;Bad; FaceBreaker's impressive boxer-customization options are overshadowed by terrible gameplay.;
Commando: Steel Disaster Review;6;Fair; Commando: Steel Disaster takes its inspiration from some great side-scrolling action games, but it's too maddeningly difficult to be one itself.;
Viva Pinata: Pocket Paradise Review;7;Good; Though you won't find a paradise in your pocket, Viva Pinata makes animal romancing fun while you're on the road.;
Spore Review;8;Great; Spore merges multiple run-of-the-mill building blocks into a big, entertaining game.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
Zoids Assault Review;4.5;Poor; This mech strategy RPG is rusty and dull.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
Star Wars: The Force Unleashed Review;6;Fair; It's short and it's frustrating, but you'll still have a reasonably good time with this force-powered adventure.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
Mercenaries 2: World in Flames Review;5;Mediocre; Broken, buggy, and shallow gameplay leaves Mercenaries 2's world in flames.;
NFL Head Coach 09 Review;7;Good; NFL Head Coach 09 delivers a deep and immersive coaching experience, provided you can overlook the outdated gameplay engine and lackluster presentation.;
Star Wars: The Force Unleashed Review;7.5;Good; The Force Unleashed's action can be incredible, though it too often strays from what it does best.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
NFL Head Coach 09 Review;7;Good; NFL Head Coach 09 delivers a deep and immersive coaching experience, provided you can overlook the outdated gameplay engine and lackluster presentation.;
B-Boy Review;4.5;Poor; This break-dancing-themed rhythm game has two left feet.;
Star Wars: The Force Unleashed Review;7.5;Good; The Force Unleashed's action can be incredible, though it too often strays from what it does best.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
Murder in the Abbey Review;7;Good; Murder in the Abbey may not be entirely original, but it's an adventure with a lot of personality.;
The Mummy: Tomb of the Dragon Emperor Review;3.5;Bad; The Mummy: Tomb of the Dragon Emperor has all the right elements, yet it still manages to do everything wrong.;
Infinite Undiscovery Review;6.5;Fair; Infinite Undiscovery feeds your need for narrative, but it's ultimately a shallow, flawed experience.;
Smash Court Tennis 3 Review;5.5;Mediocre; Iffy controls and blotchy animations mean Smash Court Tennis 3 should restring its racket and try again next year.;
The Mummy: Tomb of the Dragon Emperor Review;3.5;Bad; The Mummy: Tomb of the Dragon Emperor has all the right elements, yet it still manages to do everything wrong.;
Warhammer: Battle March Review;5.5;Mediocre; This real-time strategy game's convoluted controls make it hard to play, much less enjoy.;
Pirates vs. Ninjas Dodgeball Review;3.5;Bad; Pirates and ninjas clash with other fantasy archetypes in dodgeball matches handicapped by a legion of drawbacks.;Former GameSpot staff member. Former GameSpot VIP. Lifetime member of the GameSpot community. Aspiring Castle Crasher.
The Mummy: Tomb of the Dragon Emperor Review;3.5;Bad; Only slightly less painful than getting your brain removed through your nose.;
Mercenaries 2: World in Flames Review;5;Mediocre; Broken, buggy, and shallow gameplay leaves Mercenaries 2's world in flames.;
Ferrari Challenge Trofeo Pirelli Review;6.5;Fair; Exciting for Ferrari fans, but take away the licence and you're left with a competent racer with only average looks, poor AI opponents, and not enough variety.;Randolph is the editor in chief of GameSpot, and needs more time to play games.
Mario Super Sluggers Review;6.5;Fair; It's not another Mario sports gem, but Mario Super Sluggers still has a rough, unpolished appeal.;Chris enjoys aiming down virtual sights, traipsing through fantastical lands, and striving to be grossly incandescent.
Monster Madness: Grave Danger Review;5;Mediocre; An improved control scheme and online campaign support aren't enough to save Monster Madness from mediocrity.;
Castle Crashers Review;8.5;Great; Castle Crashers is a classic side-scrolling beat-'em-up infused with cartoon visuals and absurd humor, and the result is a highly amusing romp.;Former GameSpot staff member. Former GameSpot VIP. Lifetime member of the GameSpot community. Aspiring Castle Crasher.
Dracula 3: Path of the Dragon Review;5;Mediocre; Dracula 3: The Path of the Dragon is dreary and dated.;
Shattered Suns Review;4;Poor; Shattered Suns wastes its promise with terrible presentation values and poor implementation of its 3D combat system.;
Unreal Tournament 3 Review;8;Great; Even without player-created content, the Xbox 360 version of this online shooter holds its own, providing plenty of slick, thrilling sci-fi action.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
Hellboy: Science of Evil Review;3.5;Bad; The combat in Hellboy gets repetitive before the first level ends and never presents a challenge. This is a boring, bland game.;
The Last Guy Review;7.5;Good; Engaging action and unique presentation mix well in this short game.;Chris enjoys aiming down virtual sights, traipsing through fantastical lands, and striving to be grossly incandescent.
N+ Review;8;Great; The addictive gameplay and stylish design of N+ fit almost perfectly into the tight confines of today's handhelds.;Former GameSpot staff member. Former GameSpot VIP. Lifetime member of the GameSpot community. Aspiring Castle Crasher.
Viva Pinata: Trouble in Paradise Review;8.5;Great; There's no trouble in this paradise: The second Viva Pinata is just as captivating as the first, with enough tweaks and new additions to make this great for everyone.;
N+ Review;8;Great; The addictive gameplay and stylish design of N+ fit almost perfectly into the tight confines of today's handhelds.;Former GameSpot staff member. Former GameSpot VIP. Lifetime member of the GameSpot community. Aspiring Castle Crasher.
Space Siege Review;5;Mediocre; Saving the human race shouldn't be so tedious.;
Digimon World Championship Review;5.5;Mediocre; Digimon World Championship attempts to shake things up with some interesting ideas, but these changes leave the game repetitive and unexciting.;
Ratchet & Clank Future: Quest for Booty Review;7.5;Good; Quest for Booty ratchets up the fun, but its strict adherence to the series' formula won't bring in new fans.;
Mister Slime Review;4.5;Poor; There's something icky about Mister Slime.;
Tales of Vesperia Review;8.5;Great; Tales of Vesperia is the best game yet in the series, and a beautiful and entertaining RPG in its own right.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
Disgaea 3: Absence of Justice Review;7.5;Good; Pure, unadulterated fan service for the Nippon Ichi faithful and strategy RPG enthusiasts, though outsiders may find it incomprehensible.;
Tiger Woods PGA TOUR 09 Review;8;Great; Friendlier controls and a host of other improvements make Tiger Woods PGA Tour 09 great.;
Tiger Woods PGA TOUR 09 Review;8;Great; Friendlier controls and a host of other improvements make Tiger Woods PGA Tour 09 great.;
Legend: Hand of God Review;4.5;Poor; Legend is just another uninspired action RPG.;
MLB Power Pros 2008 Review;8;Great; MLB Power Pros is back for 2008 season with updated rosters, a new RPG mode, and its signature deep, yet accessible gameplay.;Chris enjoys aiming down virtual sights, traipsing through fantastical lands, and striving to be grossly incandescent.
